freq 24 and up ,collocate ,有對有錯,有對有錯error type,,有對有錯error type,freq
對於 這 [1]{件} 駭人聽聞 的 [2]{凶殺案},1,,,,,
這 [1]{件} 凶案 為 當地 六 年 來 首 宗 [2]{凶殺案},1,,,,,
內容 是 描述 他 追查 一 [1]{件} 與 網路 約會 有關 的 [2]{凶殺案},1,,,,,
"1932,26,處,處所,0.011222612112760544,0.00546497805044055,Nf,Na",1,,,,,
因此 提供 了 十二 [1]{處} 可 供 鑿井 的 [2]{處所} 給水 公司 鑿井 因應,1,,,,,
他們 將 立即 被 帶到 一 [1]{處} 政府 安全 [2]{處所},1,,,,,
已 被 南韓 政府 帶 往 漢城 的 一 [1]{處} 安全 [2]{處所},1,,,,,
警方 昨晚 一舉 破獲 張嫌 五 [1]{處} 分裝 [2]{處所},1,,,,,
可 於 全 台 七千餘 [1]{處} 超商 代收 [2]{處所} 繳納,1,,,,,
"1933,26,棵,松樹,0.017262395471334457,0.015280595049262047,Nf,Na",1,,,,,
果園 中 有 幾 [1]{棵} 大 [2]{松樹},1,,,,,
屋 旁 兩 [1]{棵} [2]{松樹} 茂盛 高大,1,,,,,
這 [1]{棵} [2]{松樹} 高 四點八 公尺,1,,,,,
花蓮市 松園 別館 多 [1]{棵} 近 百 歲 的 老 [2]{松樹},1,,,,,
花蓮市 內 三百 [1]{棵} 列管 保護 的 [2]{松樹} 也 都 將 進行 防治,1,,,,,
"1934,26,張,電話卡,0.014025561511516571,0.008561852388083935,Nf,Na",1,,,,,
由於 車 上 當時 除 仍 有 二千五百八十九 瓶 牛奶 及 一百九十六 [1]{張} [2]{電話卡} 外,1,,,,,
涉嫌 竊取 十二 部 車輛 及 一 [1]{張} 行動 [2]{電話卡},1,,,,,
從 查獲 帳冊 發現 從 今年 八月 至 十一月 已經 手 申辦 七萬多 [1]{張} [2]{電話卡},1,,,,,
共 抽查 十 [1]{張} 國際 [2]{電話卡},1,,,,,
有 六 [1]{張} 國際 [2]{電話卡} 標示 可 撥打 全 世界 兩百三十 個 國家 或 全球 主要 國家,1,,,,,
"1935,26,次,教訓,0.008385873399674892,0.003971214406192303,Nf,Na",1,,,,,
經過 前 [1]{次} 的 [2]{教訓},1,,,,,
但 由於 上 [1]{次} 的 [2]{教訓},1,,,,,
有 了 上 [1]{次} 五峰 土石 流 活埋 民眾 的 [2]{教訓},1,,,,,
美國 有 了 上 [1]{次} 總統 大選 的 [2]{教訓},1,,,,,
但 有 了 上 [1]{次} 的 [2]{教訓},1,,,,,
"1936,26,重,溪,0.007731314282864332,0.004209801089018583,Nf,Na",5,,,,,
也 對 外 招商 進行 四 [1]{重} [2]{溪} 公園 的 開發,5,,,,,
推出 墾丁 街車 於 十一月 一日 起 行駛 四 [1]{重} [2]{溪} 溫泉線,5,,,,,
或 四 [1]{重} [2]{溪} 泡湯券 及 套餐 等 優惠,5,,,,,
更為 來到 四 [1]{重} [2]{溪} 的 民眾 提供 了 一 個 休閒 新 去處,5,,,,,
整 個 的 四 [1]{重} [2]{溪} 老街,5,,,,,
"1937,26,艘,船艇,0.015096972696483135,0.008585681207478046,Nf,Na",1,,,,,
他 質疑 如果 是 一 [1]{艘} 敵方 的 [2]{船艇},1,,,,,
海巡署 明天 將 派 十四 [1]{艘} [2]{船艇},1,,,,,
五 [1]{艘} [2]{船艇} 及 空勤 直昇機,1,,,,,
更新 二十七 [1]{艘} 巡邏 [2]{船艇} 和 十一 架 飛機 的 裝備,1,,,,,
安倍 針對 提供 三 [1]{艘} 巡邏 [2]{船艇} 給 印尼 的 決定 指出,1,,,,,
"1938,26,塊,隕石,0.008326675742864609,0.006695113610476255,Nf,Na",1,,,,,
這 十 [1]{塊} [2]{隕石} 是 在 考察 隊 三 號 營地 附近 約 一 平方公里 的 冰雪 中 發現 的,1,,,,,
其他 三 [1]{塊} 輝橄無球粒 [2]{隕石} 的 分析 結果 顯示 它們 曾 暴露 於 水份 中,1,,,,,
陝西 黃帝 陵橋山 附近 日前 發現 一 [1]{塊} 巨大 [2]{隕石},1,,,,,
中國 已 在 那裡 回收 了 四千四百八十 [1]{塊} [2]{隕石},1,,,,,
考察 隊共 帶回 五千餘 [1]{塊} [2]{隕石},1,,,,,
"1939,26,種,源,0.009513942524790764,0.004601674620062113,Nf,Na",5,,,,,
減少 [1]{種} [2]{源} 浪費,5,,,,,
終於 篩選出 優質 [1]{種} [2]{源},5,,,,,
花蓮 農改場 歷經 三 年 進行 [1]{種} [2]{源} 蒐集 和 培育 後,5,,,,,
現 正 陸續 利用 [1]{種} [2]{源} 進行 削芽 接 技術 培育 中,5,,,,,
成 了 台灣 梅花鹿 保育 復育 的 重要 [1]{種} [2]{源},5,,,,,
"1940,26,場,婚禮,0.009570895694196224,0.00459433626383543,Nf,Na",1,,,,,
桑多尼 正 要 離開 一 [1]{場} [2]{婚禮} 的 時候,1,,,,,
她 策劃 一 [1]{場} [2]{婚禮},1,,,,,
在 近日 的 一 [1]{場} [2]{婚禮} 上,1,,,,,
一 次 消費 即可 完成 一 [1]{場} [2]{婚禮},1,,,,,
此 次 為 今 年度 第三 [1]{場} [2]{婚禮},1,,,,,
"1941,26,艘,醫療船,0.012943293899297714,0.007276125252246857,Nf,Na",1,,,,,
一 [1]{艘} 難得 使用 的 美國 海軍 [2]{醫療船} 已 在 聖地牙哥 外海 完成 測試,1,,,,,
美國 正在 考量 是否 派遣 這 [1]{艘} [2]{醫療船} 前往 亞洲 海嘯 災區,1,,,,,
這 [1]{艘} [2]{醫療船} 備有 兩百五十 張 病床,1,,,,,
一 [1]{艘} 美軍 [2]{醫療船} 加入 救援 行列,1,,,,,
西班牙 一 [1]{艘} [2]{醫療船} 今天 在 卡納利 群島 南方 海域 撈起 二十四 具 非法 移民 屍體,1,,,,,
"1942,26,個,地點,0.005702055525034666,0.0016073184087872505,Nf,Na",1,,,,,
中山 大學 是 [1]{個} 相當 不錯 的 [2]{地點},1,,,,,
英國 將 有 四千 [1]{個} [2]{地點} 舉行 街頭 慶祝會,1,,,,,
台北市 內 就 有 超過 一千五百 [1]{個} [2]{地點} 可 供 車主 繳納 停車費,1,,,,,
是 [1]{個} 不錯 的 [2]{地點},1,,,,,
確實 是 [1]{個} 不錯 的 投資 [2]{地點},1,,,,,
"1943,26,名,留學生,0.01107008196413517,0.005389036610722542,Nf,Na",1,,,,,
去年 瑞士 核發 了 一千一百一十六 [1]{名} 中國 [2]{留學生} 簽證,1,,,,,
但 去年 核准 的 一千一百一十六 [1]{名} 中國 [2]{留學生} 中,1,,,,,
這 [1]{名} [2]{留學生} 情緒 激動 下,1,,,,,
並 抨擊 這 [1]{名} [2]{留學生} 的 行為,1,,,,,
這 [1]{名} [2]{留學生} 當時 可能 沒有 意識到,1,,,,,
"1944,26,艘,運輸船,0.016978874802589417,0.009419992566108704,Nf,Na",1,,,,,
兩 [1]{艘} 六萬二千 噸 級 軍用 物資 [2]{運輸船} 已 於 過去 十 天 內 悄悄 航 抵 波斯灣,1,,,,,
一 [1]{艘} 萬 噸 型 [2]{運輸船} 靠泊 在 土耳其 東南部 哈泰省 的 伊斯坎 德隆港,1,,,,,
美 加 盟軍 於 高雄港 誤炸 這 [1]{艘} 戰俘 [2]{運輸船},1,,,,,
分 乘 八 [1]{艘} 登陸艇 及 其他 [2]{運輸船} 的 兩棲 部隊,1,,,,,
蔚山港 和 浦 項 港 也 有 兩 [1]{艘} 化肥 [2]{運輸船} 駛往 北韓,1,,,,,
"1945,26,口,水戰,0.019279254600405693,0.014201868325471878,Nf,Na",5,,,,,
但 又 不 希望 在 媒體 有 [1]{口} [2]{水戰},5,,,,,
這 次 的 選舉 打成 這樣 都 是 [1]{口} [2]{水戰} 實在 很 不幸,5,,,,,
不 是 [1]{口} [2]{水戰},5,,,,,
都 是 [1]{口} [2]{水戰},5,,,,,
雖然 這 一 回合 的 電話 外交 暫時 冷卻 了 [1]{口} [2]{水戰},5,,,,,
"1946,26,天,關,0.005801893305033445,0.004274038597941399,Nf,Na",5,,,,,
威鯨闖 [1]{天} [2]{關},5,,,,,
威鯨闖 [1]{天} [2]{關},5,,,,,
威鯨闖 [1]{天} [2]{關},5,,,,,
威鯨闖 [1]{天} [2]{關},5,,,,,
威鯨闖 [1]{天} [2]{關},5,,,,,
"1947,26,封,回函,0.012322117574512959,0.00923954602330923,Nf,Na",1,,,,,
這 [1]{封} [2]{回函} 十 日 已經 交給 中共 外交部,1,,,,,
平均 每 天 有 十 [1]{封} [2]{回函} 對 假 結婚 表示 興趣,1,,,,,
這 [1]{封} [2]{回函} 對 他 有 正面 的 幫助,1,,,,,
這 [1]{封} [2]{回函} 與 之前 台新金 董事長 吳東亮 提出 的 合併 意向書 並 不 相同,1,,,,,
連戰 這 [1]{封} 發函 日期 為 六月 八日 的 [2]{回函} 表示,1,,,,,
"1948,26,筆,遺產,0.00837759766727686,0.006302546244114637,Nf,Na",1,y,,,,
因 父親 留有 一 [1]{筆} [2]{遺產},1,,,,,
由於 兇嫌 最近 得到 一 [1]{筆} 三億 里拉 的 保險金 [2]{遺產},1,,,,,
可能 也 花 不 完 這 [1]{筆} [2]{遺產},1,,,,,
祁 家 意外 獲得 一 [1]{筆} [2]{遺產},1,,,,,
這 [1]{筆} 保險金 的 性質 將 會 變成 被保險人 [2]{遺產} 的 一 部分,0,,未選緊鄰NP,,,
"1949,26,線,公車,0.006086019799113274,0.004670587368309498,Nf,Na",1,,,,,
不過 每 [1]{線} [2]{公車} 只 有 一百 份,1,,,,,
這 三 [1]{線} 掃墓 [2]{公車} 包括,1,,,,,
目前 共有 十五 [1]{線} [2]{公車} 經過 園區,1,,,,,
其餘 各 [1]{線} [2]{公車} 將 視 人潮 變化,1,,,,,
總共 有 四十九 [1]{線} [2]{公車},1,,,,,
"1950,26,期,開發,0.003044755896553397,0.0016796335112303495,Nf,Nv",1,,,,,
分 兩 [1]{期} [2]{開發},1,,,,,
分 兩 [1]{期} [2]{開發},1,,,,,
分 兩 [1]{期} [2]{開發},1,,,,,
將 分 五 [1]{期} [2]{開發},1,,,,,
分 兩 [1]{期} [2]{開發},1,,,,,
"1951,26,本,回憶錄,0.01467030867934227,0.0050192540511488914,Nf,Na",1,,,,,
因為 他 認為 這 [1]{本} [2]{回憶錄} 是 反 中國 的,1,,,,,
完成 一 [1]{本} 以 個 人 經歷 為 背景 的 [2]{回憶錄},1,,,,,
有 人 看到 街頭 小販 在 叫賣 這 二十 [1]{本} [2]{回憶錄},1,,,,,
這 [1]{本} [2]{回憶錄} 早 於 一九九九年 便 完成,1,,,,,
這 [1]{本} [2]{回憶錄} 他 花 了 一 年 多 的 時間,1,,,,,
"1952,26,頭,病牛,0.015547833405435085,0.009147221222519875,Nf,Na",1,,,,,
美國 政府 不 願 透露 有關 這 [1]{頭} 可疑 [2]{病牛} 的 任何 資料,1,,,,,
但 後來 的 檢驗 排除 這 [1]{頭} [2]{病牛} 遭到 感染,1,,,,,
這 [1]{頭} [2]{病牛} 的 採樣 正 被 送往 英國 威布里吉 國際 認可 的 實驗室 檢驗,1,,,,,
這 [1]{頭} [2]{病牛} 若 證實 染病,1,,,,,
這 [1]{頭} [2]{病牛} 無法 行動,1,,,,,
"1953,25,分,分數,0.01307069044560194,0.007032198365777731,Nf,Na",5,,,,,
後標 是 該 科 成績 位於 第二十五百 [1]{分} 位數 的 考生 [2]{分數},5,,,,,
底標 是 該 科 成績 位於 第十二百 [1]{分} 位數 的 考生 [2]{分數},5,,,,,
楊玉明 則 對 自己 本 週 表現 打 了 八十一 [1]{分} 的 [2]{分數},5,,,,,
其中 張 明宗 還 打出 一萬五千 [1]{分} 的 破 世界 紀錄 [2]{分數},5,,,,,
其中 以 斗六 正心 高中 陳威劭 八十六 [1]{分} [2]{分數} 最 高,5,,,,,
"1954,25,幅,廣告,0.004638663027435541,0.0023221485316753387,Nf,Na",1,,,,,
鄭運鵬 陣營 對 這 [1]{幅} [2]{廣告} 反應 激烈,1,,,,,
這 [1]{幅} [2]{廣告} 對 民進黨 其它 四 名 候選人 都 有 傷害,1,,,,,
今天 這 [1]{幅} [2]{廣告} 再度 引起 民進黨 台北市 北區 其它 候選人 譴責,1,,,,,
假 橫 [1]{幅} [2]{廣告},1,,,,,
昨天 下午 又 派 人 把 這 兩 [1]{幅} [2]{廣告} 撤走,1,,,,,
"1955,25,份,文稿,0.013547893613576889,0.008641176857054234,Nf,Na",1,,,,,
他 沒有 看到 這 [1]{份} [2]{文稿},1,,,,,
他 也 表示 沒有 看過 這 [1]{份} [2]{文稿},1,,,,,
這 [1]{份} [2]{文稿} 是 依照 他 的 意思 潤稿,1,,,,,
他 要 將 該 [1]{份} [2]{文稿} 送給 謝揆,1,,,,,
財長 們 在 這 [1]{份} [2]{文稿} 中 表示,1,,,,,
"1956,25,期,建設,0.004372072871774435,0.0032468587160110474,Nf,Na",1,,,,,
分 兩 [1]{期} 進行 [2]{建設},1,,,,,
分 三 [1]{期} [2]{建設},1,,,,,
分 兩 [1]{期} [2]{建設},1,,,,,
一 [1]{期} [2]{建設} 五 台 十三萬五千萬千 瓦 機組,1,,,,,
分 兩 到 三 [1]{期} [2]{建設},1,,,,,
"1957,25,元,經費,0.006229897495359182,0.004210094455629587,Nf,Na",1,,,,,
其中 一億九千一百九十五萬 [1]{元} 將 做為 辦理 災區 替代 役 的 [2]{經費},1,,,,,
三百五十八億餘 [1]{元} 的 [2]{經費} 分 五 年 由 勞保 基金 攤提,1,,,,,
在 全 國 五百二十四億餘 [1]{元} [2]{經費} 中,1,,,,,
以 每 人 二十二 [1]{元} 兩 角 的 主 副食 [2]{經費} 準備 四 菜 一 湯 還 有 水果 的 菜色,1,,,,,
與 三百一十七萬五千 [1]{元} 的 輔導 [2]{經費},1,,,,,
"1958,25,家,出版商,0.007424924056977034,0.004077183548361063,Nf,Na",1,,,,,
東京 一 [1]{家} [2]{出版商} 今天 說,1,,,,,
兩千 [1]{家} [2]{出版商} 與會,1,,,,,
同時 還 有 十二 [1]{家} [2]{出版商} 專程 前往 台北,1,,,,,
已 有 近 二百 [1]{家} 台灣 [2]{出版商} 確定 與會,1,,,,,
獲得 美方 特許權 的 一 [1]{家} 印尼 [2]{出版商},1,,,,,
"1959,25,局,處長,0.006464140489697456,0.004685176070779562,Nf,Na",5,,,,,
他 希望 台北市 政府 能 因為 各 [1]{局} [2]{處長} 對 電腦 的 重視,5,,,,,
給 其他 [1]{局} [2]{處長} 難堪,5,,,,,
有的 [1]{局} [2]{處長} 面對 市長 的 問題,5,,,,,
各 [1]{局} [2]{處長} 前 十 名 的 出國 考察費 則 在 十四萬多 元 到 九十一萬多 元 之間,5,,,,,
各 [1]{局} [2]{處長} 也 要 繼續 照顧 她們,5,,,,,
"1960,25,名,難民,0.009974416345357895,0.004262860864400864,Nf,Na",1,,,,,
這 [1]{名} 男 [2]{難民} 說,1,,,,,
四萬二千四百零一 [1]{名} [2]{難民} 始 能 返 家,1,,,,,
萬三千 [1]{名} [2]{難民},1,,,,,
目前 這 [1]{名} 中國 [2]{難民} 情況 穩定,1,,,,,
敘利亞 境 內 目前 有 三十五萬一千 [1]{名} 伊拉克 [2]{難民},1,,,,,
"1961,25,週年,局慶,0.010637487284839153,0.009676390327513218,Nf,Na",1,,,,,
高雄 港務局 今天 舉行 成立 五十二 [1]{週年} [2]{局慶},1,,,,,
基隆 關稅局 今天 舉行 第五十四 [1]{週年} [2]{局慶},1,,,,,
財政部 基隆 關稅局 今天 舉行 五十五 [1]{週年} [2]{局慶} 活動,1,,,,,
高雄 港務局 今天 舉行 五十八 [1]{週年} [2]{局慶} 大會,1,,,,,
行政院 人事 行政局 今天 舉行 三十八 [1]{週年} [2]{局慶},1,,,,,
"1962,25,份,黑函,0.010059777647256851,0.0057938541285693645,Nf,Na",1,,,,,
於 四月 十八日 下午 自稱 要 搜索 一 [1]{份} [2]{黑函},1,,,,,
而是 一 [1]{份} 不折不扣 的 [2]{黑函},1,,,,,
林國華 之 女 林慧如 縣議員 同時 向 縣警局 提出 一 [1]{份} [2]{黑函},1,,,,,
查扣 一千三百三十七 [1]{份} [2]{黑函},1,,,,,
現場 卻 出現 一 [1]{份} 攻擊 他 的 [2]{黑函},1,,,,,
"1963,25,樁,命案,0.010010840371251106,0.008707667700946331,Nf,Na",1,,,,,
這 [1]{樁} [2]{命案} 曾 大動 國際 視聽,1,,,,,
一直 認為 這 [1]{樁} [2]{命案} 是 項 謀殺,1,,,,,
卜龍 是 因 涉嫌 一 [1]{樁} [2]{命案},1,,,,,
國內 一 [1]{樁} 懸宕 八 年 的 [2]{命案},1,,,,,
還是 一 [1]{樁} 設計 的 [2]{命案},1,,,,,
"1964,25,塊,化石,0.006702241487801075,0.007020678836852312,Nf,Na",1,,,,,
兩 [1]{塊} 鯨 脊椎 [2]{化石} 重 二十 公斤,1,,,,,
這 [1]{塊} 魚 [2]{化石} 的 鱗片 和 現在 的 魚鱗 完全 不同,1,,,,,
這 [1]{塊} [2]{化石} 為 長春 一 名 居民 所 擁有,1,,,,,
其中 有 一 [1]{塊} 椰子樹 頭 [2]{化石},1,,,,,
但 這 [1]{塊} [2]{化石} 卻 是 橫斷面 導管 清晰 可 辨,1,,,,,
"1965,25,道,菜餚,0.011865263804793358,0.004778016824275255,Nf,Na",1,,,,,
並 準備 十五 [1]{道} 以 黑 豬肉 為主 的 [2]{菜餚},1,,,,,
做出 二十五 [1]{道} [2]{菜餚} 參賽,1,,,,,
有 五百多 [1]{道} [2]{菜餚},1,,,,,
共 展示 四十 [1]{道} [2]{菜餚} 及 二十五 道 雞尾酒,1,,,,,
還 將 以 一 人 一 [1]{道} 家鄉 [2]{菜餚},1,,,,,
"1966,25,塊,大小,0.007533196359872818,0.007794577162712812,Nf,Na",0,,,,,
這 一 塊 表皮 就 會 生 長成 一 [1]{塊} 大約 有 八 毫米 乘 八 毫米 [2]{大小} 的 結膜,0,,,,,
女性 只 要 每天 吃 一 [1]{塊} 撲克牌 [2]{大小} 的 紅肉 或 肝臟,0,,,,,
相當於 一 [1]{塊} 手帕 [2]{大小},0,,,,,
就 有 一 [1]{塊} 足球場 [2]{大小} 的 森林 消失,0,,,,,
肩膀 後方 還 出現數 個 一 [1]{塊} 錢 [2]{大小} 的 皮疹,0,,,,,
"1967,25,本,冊子,0.023673001676797867,0.00769077567383647,Nf,Na",1,,,,,
祖炳民 和 來自 舊金山 的 方李祁琴 還 帶來 了 有 二千多 人 簽名 的 兩 [1]{本} [2]{冊子},1,,,,,
讓 讀者 在 看完 這 [1]{本} [2]{冊子} 之後,1,,,,,
這 [1]{本} [2]{冊子} 第十六 項 明白 指出,1,,,,,
拿出 一 [1]{本} 厚厚 的 [2]{冊子},1,,,,,
這 [1]{本} 新 [2]{冊子} 利用 七月 地震,1,,,,,
"1968,25,波,行動,0.007366839796304703,0.006116149015724659,Nf,Na",1,,,,,
在 前 兩 [1]{波} [2]{行動} 中,1,,,,,
親 民黨 陸續 還 會 有 幾 [1]{波} 的 提名 [2]{行動},1,,,,,
使得 此 [1]{波} 調價 [2]{行動} 普遍 未 獲 市場 認同,1,,,,,
全 案 在 年 前 兩 [1]{波} 偵查 [2]{行動},1,,,,,
由於 此 [1]{波} [2]{行動} 主要 對象 是 針對 美國 銷售 端 之 通路 經銷商 與 代理商 及 進口商 提告,1,,,,,
"1969,25,把,傘,0.012253188528120518,0.006804926320910454,Nf,Na",1,,,,,
保險套 有如 一 [1]{把} [2]{傘},1,,,,,
選擇 一 [1]{把} 防 紫外線 的 [2]{傘},1,,,,,
網路 拍賣 平台 上 一 [1]{把} [2]{傘} 約 六百 元,1,,,,,
不如 準備 一 [1]{把} [2]{傘},1,,,,,
立刻 拿出 一 [1]{把} [2]{傘} 和 一 件 簑衣,1,,,,,
"1970,25,部,腳踏車,0.0134742958471179,0.007286620792001486,Nf,Na",1,y,,,,
現已 獲 廠商 願 提供 二千 [1]{部} [2]{腳踏車} 響應 活動,1,,,,,
五十 [1]{部} [2]{腳踏車} 浩浩蕩蕩 地 走 在 土城 大街 上,1,,,,,
十 歲 參加 電視 比賽 贏得 一 [1]{部} [2]{腳踏車},1,,,,,
每 人 可 獲得 一 [1]{部} [2]{腳踏車},1,,,,,
三二五 國道 鶴山段 一 [1]{部} 化 州大 客車 為 避 讓 一 部 [2]{腳踏車},0,,未選緊鄰NP,,,
"1971,25,艘,掃雷艦,0.013226436451077461,0.009644272737205029,Nf,Na",1,,,,,
我國 向 美國 購買 的 四 [1]{艘} 遠洋 [2]{掃雷艦} 順利 卸載,1,,,,,
印尼 將 派遣 兩 [1]{艘} [2]{掃雷艦} 以及 全部 二百五十 名 官兵,1,,,,,
中國 拒絕 了 美國 一 [1]{艘} [2]{掃雷艦} 到 香港 靠 港 訪問 的 正式 要求,1,,,,,
一 [1]{艘} 五千六百五十 噸 的 [2]{掃雷艦} 也 從 東京 南方 約 五十 公里 的 橫 須 賀 基地 啟航,1,,,,,
另 有 四 [1]{艘} [2]{掃雷艦} 目前 已經 在 波斯灣 作業 中,1,,,,,
"1972,25,批,廢鐵,0.013043433427810669,0.009274902753531933,Nf,Na",1,y,,,,
自 南非 進口 的 一 [1]{批} [2]{廢鐵} 有 輻射 異常 情形,1,,,,,
在 廠區 內 處理 一 [1]{批} 來自 烏克蘭 的 [2]{廢鐵},1,,,,,
由於 這 [1]{批} [2]{廢鐵} 數量 龐大,1,,,,,
這 [1]{批} 在 八十七 年 報廢 標出 的 警車 應 擠壓 成 [2]{廢鐵} 並 切割 後 完成 處理 程序,0,,Nf和target N中間隔了子句,,,
並 表示 已 將 這 [1]{批} 鋼筋 載往 [2]{廢鐵} 回 收場 銷贓,0,,未選緊鄰NP,,,
"1973,25,位,成員,0.009247089736163616,0.005837301257997751,Nf,Na",1,,,,,
在 八十一 [1]{位} [2]{成員} 中,1,,,,,
二 [1]{位} 遭 指為 人本 的 [2]{成員} 都 與 人本 沒有 任何 關係,1,,,,,
八十七 [1]{位} [2]{成員} 中,1,,,,,
對於 各 [1]{位} [2]{成員} 的 指教 與 前瞻 建言,1,,,,,
各 [1]{位} 論壇 管理 [2]{成員},1,,,,,
"1974,25,宗,交易,0.005222504027187824,0.0053563606925308704,Nf,Na",1,,,,,
在 大陸 的 每 [1]{宗} [2]{交易},1,,,,,
十四 [1]{宗} [2]{交易},1,,,,,
金管 會 對 此 [1]{宗} [2]{交易} 沒有 任何 訊息,1,,,,,
此 [1]{宗} [2]{交易} 對 通用 汽車 來 說 有如 及時雨,1,,,,,
有 三 [1]{宗} [2]{交易} 來自 中國 公司,1,,,,,
"1975,25,隻,雛鳥,0.01630469039082527,0.009717307984828949,Nf,Na",1,,,,,
金門 三 [1]{隻} 受傷 獲救 的 蒼 翡翠 [2]{雛鳥},1,,,,,
在 七二 水災 當天 撿到 一 [1]{隻} 白耳畫眉 [2]{雛鳥},1,,,,,
在 山莊 旁 發現 一 [1]{隻} 全 身 被 雨水 淋 得 濕透 的 白耳畫眉 [2]{雛鳥},1,,,,,
然後 再 小心翼翼 地 將 四 [1]{隻} [2]{雛鳥} 放入 工程袋 中,1,,,,,
發現 鳥巢 中 有 一 [1]{隻} 尚未 長毛 的 [2]{雛鳥},1,,,,,
"1976,25,張,空白,0.012113380245864391,0.008556315675377846,Nf,Nv",0,,,,,
總計 遺失 六十一 [1]{張} [2]{空白} 營利 事業 登記證,0,,,,,
共 遺失 六十一 [1]{張} [2]{空白} 營利 事業 登記證,0,,,,,
檢調 單位 還 查獲 當時 多 [1]{張} 已 蓋好 執勤 員警 圖章 的 [2]{空白} 執勤 紀錄表,0,,,,,
也 找 人 潛入 市府 建設局 行竊 六十一 [1]{張} [2]{空白} 營利 事業 登記證,0,,,,,
還可以 拿 著 祝福卡 到 誠品 再 換 兩 [1]{張} [2]{空白} 祝福卡,0,,,,,
"1977,25,幅,圖案,0.01633664034307003,0.009480012580752373,Nf,Na",1,,,,,
加入 一百六十多 [1]{幅} 世界 各 地 鳥類 [2]{圖案} 作 代表,1,,,,,
公共 健康部 已經 提供 六 [1]{幅} [2]{圖案},1,,,,,
再 從 學生 提供 的 二十 [1]{幅} 作品 [2]{圖案} 選擇 喜歡 的 一 幅,1,,,,,
每 [1]{幅} [2]{圖案} 上方 有 照明 燈具,1,,,,,
與 花田 形成 一 [1]{幅} 美麗 的 [2]{圖案},1,,,,,
"1978,25,團,迷霧,0.013970616273581982,0.00701570138335228,Nf,Na",1,,,,,
選 後 一 [1]{團} [2]{迷霧} 的 情形,1,,,,,
其中 圍繞 著 權力 和 金錢 利益 一 [1]{團} [2]{迷霧},1,,,,,
外界 看來 仍 是 一 [1]{團} [2]{迷霧},1,,,,,
則 是 一 [1]{團} [2]{迷霧},1,,,,,
留下 一 [1]{團} [2]{迷霧},1,,,,,
"1979,25,株,耶誕樹,0.012137000449001789,0.0075493850745260715,Nf,Na",1,,,,,
今年 各 地 至少 砍伐 了 五千兩百萬 [1]{株} [2]{耶誕樹},1,,,,,
微風 廣場 這 [1]{株} 二十 公尺 高 的 [2]{耶誕樹} 是 目前 台北市 最 高 的,1,,,,,
克羅埃西亞人 民 以 這 [1]{株} [2]{耶誕樹} 為 禮物 送給 教宗,1,,,,,
這 [1]{株} 立 在 京華城 廣場 的 [2]{耶誕樹},1,,,,,
找來 一 [1]{株} 高 約 一 公尺 半 的 [2]{耶誕樹} 下海,1,,,,,
"1980,25,標,弊案,0.007647802121937275,0.010989951901137829,Nf,Na",0,,,,,
針對 中山 高速 公路 拓寬 公程 第十八 [1]{標} 外傳 的 [2]{弊案},0,,,,,
曾 在 十八 [1]{標} [2]{弊案} 中 彈劾 審計長 蘇振平,0,,,,,
直到 十八 [1]{標} [2]{弊案} 偵查 終結 後,0,,,,,
基隆市 萬瑞 東西向 快速 道路 第六 [1]{標} 傳出 傾倒 廢土 [2]{弊案},0,,,,,
第三 [1]{標} 也 傳出 廢土 [2]{弊案},0,,,,,
"1981,25,樣,東西,0.007067459635436535,0.00595336128026247,Nf,Na",1,,,,,
有 七 [1]{樣} [2]{東西} 會 毀滅 一 個 人,1,,,,,
影帶 中 麥可 透露 喜歡 的 十 [1]{樣} [2]{東西},1,,,,,
這 十 [1]{樣} [2]{東西} 包括,1,,,,,
這 三 [1]{樣} [2]{東西} 是 中山 大學 給 他 最 美麗 的 回憶,1,,,,,
永遠 都 只有 三 [1]{樣} [2]{東西},1,,,,,
"1982,25,支,停板,0.015326669439673424,0.006455219350755215,Nf,Na",1,,,,,
其中 尤以 佔權值 比重 頗 大 的 金控 公司 股價 跌幅 均 超過 半 [1]{支} [2]{停板} 以上,1,,,,,
尤其 中環 上漲 半 [1]{支} [2]{停板} 表現 最為 亮麗,1,,,,,
龍頭股 中鋼 下跌 幅度 超過 半 [1]{支} [2]{停板},1,,,,,
盤 中 跌幅 均 在 半 [1]{支} [2]{停板} 以上,1,,,,,
台積 電 以 上漲 半 [1]{支} [2]{停板} 開出 一 度 帶動 反彈 氣勢,1,,,,,
"1983,25,名,傷者,0.009120941162109375,0.005995383020490408,Nf,Na",1,,,,,
有關 這 [1]{名} [2]{傷者} 身份 以及 跳樓 原因,1,,,,,
該 [1]{名} [2]{傷者} 告訴 他,1,,,,,
這 [1]{名} [2]{傷者} 在 今天 康復 出院,1,,,,,
這 [1]{名} [2]{傷者} 幸運 的 保住 了 視力,1,,,,,
這 [1]{名} [2]{傷者} 幸運 的 保住 視力,1,,,,,
"1984,25,件,詐欺案,0.010279295966029167,0.005271413829177618,Nf,Na",1,,,,,
其中 概述 多達 二百二十 [1]{件} 的 [2]{詐欺案},1,,,,,
有 一 [1]{件} [2]{詐欺案} 兩 年 內 只 開 過 一 次 偵查庭 就 石沈大海,1,,,,,
日本 警方 正 對 這 [1]{件} [2]{詐欺案} 進行 調查,1,,,,,
